,BillNo,Date,Time,Description,Item,Quantity,Rate,Amount
15643,173227,27/01/2014,8:52:58,ONIONS      ,ONIONS,1.0,25.0,25.0
15644,173228,27/01/2014,8:53:32,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
15645,173229,27/01/2014,8:57:52,AMUL CHEESE SPEAD,MILK PRODUCTS,1.0,69.0,69.0
15646,173229,27/01/2014,8:57:52,KAMAL MEAL MAKER,COOKING ITEMS,1.0,25.0,25.0
15647,173229,27/01/2014,8:57:52,BAMBINO VARMICELLI,COOKING ITEMS,1.0,52.0,52.0
15648,173229,27/01/2014,8:57:52,KAJU 50GMS  ,DRY FRUITS,1.0,31.0,31.0
15649,173229,27/01/2014,8:57:52,B RAVA 500GM,RAVA,2.0,19.0,38.0
15650,173229,27/01/2014,8:57:52,IDLI RAVA NO 1,RAVA,1.0,26.0,26.0
15651,173229,27/01/2014,8:57:52,UDATH DALL 1,PULSES,1.0,84.0,84.0
15652,173230,27/01/2014,9:08:46,AMBICA BABAHAARATHI FLORABATHI,POOJA ITEMS,1.0,44.0,44.0
15653,173231,27/01/2014,9:09:43,BRITANNIA SA,BISCUITS,1.0,26.0,26.0
15654,173231,27/01/2014,9:09:43,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
15655,173232,27/01/2014,9:27:15,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
15656,173233,27/01/2014,9:28:40,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
15657,173233,27/01/2014,9:28:40,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
15658,173234,27/01/2014,9:29:49,MILK 500ML  ,MILK,3.0,19.0,57.0
15659,173234,27/01/2014,9:29:49,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
15660,173235,27/01/2014,9:34:09,MILK 500ML  ,MILK,5.0,19.0,95.0
15661,173235,27/01/2014,9:34:09,AASHIRVAAD M,ATTA,2.0,245.0,490.0
15662,173236,27/01/2014,9:37:29,MILK 500ML  ,MILK,5.0,19.0,95.0
15663,173236,27/01/2014,9:37:29,LION KING DATES 1KG (BLACK),DRY FRUITS,1.0,78.0,78.0
15664,173236,27/01/2014,9:37:29,RAI BIG 100G,SPICES,1.0,12.0,12.0
15665,173236,27/01/2014,9:37:29,HALDIRAM`S 3,SNACKS,1.0,80.0,80.0
15666,173236,27/01/2014,9:37:29,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
15667,173237,27/01/2014,9:39:19,HERITAGE CUR,MILK PRODUCTS,1.0,38.0,38.0
15668,173237,27/01/2014,9:39:19,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
15669,173237,27/01/2014,9:39:19,EGG         ,EGG,12.0,4.5,54.0
15670,173238,27/01/2014,9:39:32,MILK 500ML  ,MILK,2.0,19.0,38.0
15671,173239,27/01/2014,9:40:22,GARNIER MEN COLOR NATURALS,BODY CARE,1.0,85.0,85.0
15672,173240,27/01/2014,9:41:19,PARLE G 250G,BISCUITS,1.0,10.0,10.0
15673,173241,27/01/2014,9:42:45,MILK 500ML  ,MILK,1.0,19.0,19.0
15674,173242,27/01/2014,9:43:07,CADBURY GEMS,CHOCOLATE,1.0,10.0,10.0
15675,173243,27/01/2014,9:47:08,FREEDOM SUNF,COOKING OIL,1.0,88.0,88.0
15676,173244,27/01/2014,9:49:01,AMUL PANEER ,MILK PRODUCTS,1.0,55.0,55.0
15677,173244,27/01/2014,9:49:01,AMUL BUTTER 12P SMALL,MILK PRODUCTS,1.0,34.0,34.0
15678,173245,27/01/2014,9:51:08,MILK 500ML  ,MILK,2.0,19.0,38.0
15679,173246,27/01/2014,10:18:48,VODAFONE EASY RC,RECHARGE,110.0,1.0,110.0
15680,173246,27/01/2014,10:18:48,SUGAR FREE 100G JAR,HEALTH CARE,1.0,120.0,120.0
15681,173247,27/01/2014,10:30:46,MILK 500ML  ,MILK,2.0,19.0,38.0
15682,173248,27/01/2014,10:39:31,COCONUT 1P  ,COCONUT,1.0,17.0,17.0
15683,173249,27/01/2014,10:40:10,KAMAL MEAL MAKER,COOKING ITEMS,1.0,25.0,25.0
15684,173250,27/01/2014,10:41:45,MILK 500ML  ,MILK,4.0,19.0,76.0
15685,173251,27/01/2014,10:43:33,PRIYA REF SUNFLOWER OIL,COOKING OIL,1.0,86.0,86.0
15686,173252,27/01/2014,11:01:42,MILK 500ML  ,MILK,1.0,19.0,19.0
15687,173253,27/01/2014,11:08:18,EGG         ,EGG,6.0,4.5,27.0
15688,173253,27/01/2014,11:08:18,TAMRIND 200G,DETERGENT,1.0,22.0,22.0
15689,173253,27/01/2014,11:08:18,EVER YUTH FACE WASH,BODY CARE,1.0,45.0,45.0
15690,173253,27/01/2014,11:08:18,MILK 500ML  ,MILK,2.0,19.0,38.0
15691,173253,27/01/2014,11:08:18,EVER YUTH FACE WASH,BODY CARE,1.0,65.0,65.0
15692,173254,27/01/2014,11:14:11,GENERAL     ,GENERAL,1.0,75.0,75.0
15693,173255,27/01/2014,11:15:09,SURF EXCEL GENTLE WASH,DETERGENT,1.0,120.0,120.0
15694,173255,27/01/2014,11:15:09,PARACHUTE COCONUT OIL,COCONUT,1.0,60.0,60.0
15695,173255,27/01/2014,11:15:09,PARACHUTE ADVANCED,HAIR OIL,1.0,105.0,105.0
15696,173255,27/01/2014,11:15:09,ORAL B VISION BRUSH,DENTAL CARE,1.0,32.0,32.0
15697,173255,27/01/2014,11:15:09,ORALB  BRUS,DENTAL CARE,1.0,28.0,28.0
15698,173255,27/01/2014,11:15:09,ORALB  BRUS,DENTAL CARE,1.0,65.0,65.0
15699,173255,27/01/2014,11:15:09,COLGATE TOTAL,DENTAL CARE,1.0,96.0,96.0
15700,173255,27/01/2014,11:15:09,COLGATE 200G,DENTAL CARE,1.0,72.0,72.0
15701,173256,27/01/2014,11:23:36,MILK 500ML  ,MILK,1.0,19.0,19.0
15702,173256,27/01/2014,11:23:36,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
15703,173257,27/01/2014,11:26:24,VIM BAR 400G,DISH CLEANER,1.0,23.0,23.0
15704,173257,27/01/2014,11:26:24,LIZOL FLOOR CLEANER 2 LTR,FLOOR CLEANER,1.0,62.0,62.0
15705,173258,27/01/2014,11:28:55,SWARNA PACKET TAMARIND,DETERGENT,1.0,140.0,140.0
15706,173258,27/01/2014,11:28:55,AASHIRVAAD CHILLI POWDER,KITCHEN POWDERS,1.0,42.0,42.0
15707,173258,27/01/2014,11:28:55,LIZOL FLOOR CLEANER 2 LTR,FLOOR CLEANER,1.0,62.0,62.0
15708,173259,27/01/2014,11:30:31,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
15709,173260,27/01/2014,11:35:17,EGG         ,EGG,6.0,4.5,27.0
15710,173261,27/01/2014,11:35:55,WHISPER CHOICE REGULAR,SANITARY PADS,1.0,27.0,27.0
15711,173262,27/01/2014,11:39:55,PALAKA JAGGERY,JAGGERY,1.0,33.0,33.0
15712,173262,27/01/2014,11:39:55,MAIDA 200GM ,MAIDA,1.0,10.0,10.0
15713,173262,27/01/2014,11:39:55,B RAVA 1KG  ,RAVA,1.0,38.0,38.0
15714,173263,27/01/2014,11:41:24,CADBURY GEMS,CHOCOLATE,2.0,5.0,10.0
15715,173263,27/01/2014,11:41:24,BOOST ENERGY BITES,ENERGY DRINKS,1.0,18.0,18.0
15716,173263,27/01/2014,11:41:24,MILK 500ML  ,MILK,5.0,19.0,95.0
15717,173264,27/01/2014,11:42:08,MILK 500ML  ,MILK,2.0,19.0,38.0
15718,173265,27/01/2014,11:46:07,KAMAL CAKE 1,BAKERY ITEMS,1.0,24.0,24.0
15719,173266,27/01/2014,11:52:59,HALDIRAM`S 8,SNACKS,1.0,10.0,10.0
15720,173267,27/01/2014,12:04:42,GOLD DROP SUNFLOWER,COOKING OIL,1.0,88.0,88.0
15721,173268,27/01/2014,12:14:56,EGG         ,EGG,6.0,4.5,27.0
15722,173268,27/01/2014,12:14:56,TIL WHITE ORDANARY,INSECT REPELLENT,2.0,54.0,108.0
15723,173269,27/01/2014,12:15:06,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
15724,173270,27/01/2014,12:20:17,BRITANNIA MILK ALMOND,BISCUITS,1.0,26.0,26.0
15725,173270,27/01/2014,12:20:17,EGG         ,EGG,10.0,4.5,45.0
15726,173271,27/01/2014,12:22:54,B RAVA 1KG  ,RAVA,1.0,38.0,38.0
15727,173271,27/01/2014,12:22:54,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
15728,173271,27/01/2014,12:22:54,MAAZA 200ML ,BEVERAGES,2.0,12.0,24.0
15729,173271,27/01/2014,12:22:54,RAJAS GARBAGE DISPO BAGS,PLASTIC,1.0,88.0,88.0
15730,173271,27/01/2014,12:22:54,PREMIER SERVITTE TISSUE,TISSUE,1.0,28.0,28.0
15731,173271,27/01/2014,12:22:54,KAJU ROUND 5,DRY FRUITS,1.0,37.0,37.0
15732,173272,27/01/2014,12:24:03,THUMSUP 2 LTR,BEVERAGES,1.0,78.0,78.0
15733,173273,27/01/2014,12:28:55,JOHNSON BABY CREAM,BABY CARE,1.0,37.5,37.5
15734,173273,27/01/2014,12:28:55,KAMAL NAMKEEN,SNACKS,1.0,15.0,15.0
15735,173273,27/01/2014,12:28:55,BRITANNIA FRUIT CAKES,BISCUITS,1.0,15.0,15.0
15736,173273,27/01/2014,12:28:55,EGG         ,EGG,12.0,4.5,54.0
15737,173273,27/01/2014,12:28:55,VIVEL SOAP 1,BODY SOAP,1.0,22.0,22.0
15738,173273,27/01/2014,12:28:55,CLOSE UP 150G M C NUTRIENT,DENTAL CARE,1.0,80.0,80.0
15739,173273,27/01/2014,12:28:55,LIFEBUOY STRONG,BODY SOAP,1.0,22.0,22.0
15740,173273,27/01/2014,12:28:55,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
15741,173273,27/01/2014,12:28:55,KAMAL MEAL MAKER,COOKING ITEMS,1.0,25.0,25.0
15742,173273,27/01/2014,12:28:55,THUMS UP TIN,BEVERAGES,1.0,25.0,25.0
15743,173273,27/01/2014,12:28:55,HERITAGE DOO,MILK PRODUCTS,1.0,70.0,70.0
15744,173274,27/01/2014,12:35:36,DURGA GHEE 200 ML,MILK PRODUCTS,1.0,90.0,90.0
15745,173275,27/01/2014,12:36:10,MILK 500ML  ,MILK,4.0,19.0,76.0
15746,173276,27/01/2014,12:36:44,CHUDUVA PAPER,SNACKS,1.0,22.0,22.0
15747,173277,27/01/2014,12:39:29,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
15748,173277,27/01/2014,12:39:29,EGG         ,EGG,6.0,4.5,27.0
15749,173278,27/01/2014,12:49:13,LAYS 20/   ,SNACKS,1.0,20.0,20.0
15750,173278,27/01/2014,12:49:13,KURKURE 10/,SNACKS,1.0,10.0,10.0
15751,173278,27/01/2014,12:49:13,GOOD KNIGHT ADV COIL,INSECT REPELLENT,2.0,10.0,20.0
15752,173278,27/01/2014,12:49:13,SWARNA PACKET TAMARIND,DETERGENT,1.0,71.0,71.0
15753,173278,27/01/2014,12:49:13,AASHIRVAAD S,ATTA,1.0,49.0,49.0
15754,173278,27/01/2014,12:49:13,SAFFOLA GOLD  OIL 2LTR JAR,COOKING OIL,1.0,145.0,145.0
15755,173278,27/01/2014,12:49:13,BANANA CHIPS,SNACKS,1.0,25.0,25.0
15756,173278,27/01/2014,12:49:13,PEARS 75G   ,BODY SOAP,2.0,32.0,64.0
15757,173278,27/01/2014,12:49:13,PEARS 75G   ,BODY SOAP,2.0,34.0,68.0
15758,173278,27/01/2014,12:49:13,GOOD DAY JAM TREAT,BISCUITS,1.0,25.0,25.0
15759,173278,27/01/2014,12:49:13,DOY CARE GLYCERINE SOAP,DETERGENT,1.0,99.0,99.0
15760,173278,27/01/2014,12:49:13,CHUDUVA 500G,SNACKS,2.0,22.0,44.0
15761,173278,27/01/2014,12:49:13,TOOR DALL 1KG (NO-1),PULSES,1.0,84.0,84.0
15762,173278,27/01/2014,12:49:13,COLGATE 200G,DENTAL CARE,1.0,109.0,109.0
15763,173278,27/01/2014,12:49:13,SAFFOLA KARDI OIL,COOKING OIL,1.0,107.0,107.0
15764,173279,27/01/2014,13:02:10,NESTLE FRESH*N* NATURAL DAHI,CHOCOLATE,1.0,50.0,50.0
15765,173279,27/01/2014,13:02:10,MILK 500ML  ,MILK,2.0,19.0,38.0
15766,173280,27/01/2014,13:02:21,KAMAL ANDHRA,OTHER,1.0,16.0,16.0
15767,173280,27/01/2014,13:02:21,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
15768,173281,27/01/2014,13:03:24,CADBURY 5 STAR,CHOCOLATE,1.0,5.0,5.0
15769,173281,27/01/2014,13:03:24,HALDIRAM`S 8,SNACKS,1.0,10.0,10.0
15770,173281,27/01/2014,13:03:24,BRITANNIA 50-50 ,BISCUITS,1.0,17.0,17.0
15771,173282,27/01/2014,13:04:47,BRITANNIA WH,BISCUITS,1.0,26.0,26.0
15772,173282,27/01/2014,13:04:47,MILK 500ML  ,MILK,3.0,19.0,57.0
15773,173283,27/01/2014,13:05:13,CADBURY GEMS,CHOCOLATE,1.0,35.0,35.0
15774,173284,27/01/2014,13:06:45,UNCLE CHIPS ,SNACKS,1.0,10.0,10.0
15775,173285,27/01/2014,13:09:42,THUMS UP TIN,BEVERAGES,1.0,25.0,25.0
15776,173285,27/01/2014,13:09:42,HALDIRAM`S 8,SNACKS,1.0,10.0,10.0
15777,173285,27/01/2014,13:09:42,UNCLE CHIPS ,SNACKS,1.0,10.0,10.0
15778,173286,27/01/2014,13:12:19,CADBURY GEMS,CHOCOLATE,1.0,35.0,35.0
15779,173287,27/01/2014,13:13:19,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
15780,173287,27/01/2014,13:13:19,HERITAGE CUR,MILK PRODUCTS,1.0,19.0,19.0
15781,173288,27/01/2014,13:14:02,AMUL PANEER ,MILK PRODUCTS,1.0,55.0,55.0
15782,173289,27/01/2014,13:16:22,MILK 500ML  ,MILK,5.0,19.0,95.0
15783,173289,27/01/2014,13:16:22,VODAFONE EASY RC,RECHARGE,222.0,1.0,222.0
15784,173290,27/01/2014,13:24:28,LUX CREAMY SOFT,BODY SOAP,1.0,24.0,24.0
15785,173290,27/01/2014,13:24:28,SURF EXCEL BLUE,DETERGENT,1.0,68.0,68.0
15786,173290,27/01/2014,13:24:28,AJAY TOOTHBRUSH COM FLEXO,DENTAL CARE,1.0,32.0,32.0
15787,173290,27/01/2014,13:24:28,LIZOL FLOOR CLEANER 2 LTR,FLOOR CLEANER,1.0,62.0,62.0
15788,173290,27/01/2014,13:24:28,PRIYA PICKLE,PICKLES,1.0,60.0,60.0
15789,173290,27/01/2014,13:24:28,TOOR DALL 2KG (NO-1),PULSES,1.0,168.0,168.0
15790,173290,27/01/2014,13:24:28,SAFFOLA KARDI OIL,COOKING OIL,2.0,107.0,214.0
15791,173291,27/01/2014,13:26:36,CELLO TAPE  ,STATIONARY,1.0,5.0,5.0
15792,173291,27/01/2014,13:26:36,TROPICANA GRAPE JUICE,BEVERAGES,1.0,105.0,105.0
15793,173292,27/01/2014,13:29:48,BRITANNIA 50-50 ,BISCUITS,1.0,10.0,10.0
15794,173292,27/01/2014,13:29:48,KAMAL ANDHRA,OTHER,2.0,16.0,32.0
15795,173293,27/01/2014,13:32:45,MILK 500ML  ,MILK,5.0,19.0,95.0
15796,173294,27/01/2014,13:36:00,NON FRUIT VINEGAR,BAKERY ITEMS,2.0,32.0,64.0
15797,173295,27/01/2014,14:13:24,CADBURY GEMS,CHOCOLATE,1.0,35.0,35.0
15798,173296,27/01/2014,14:50:16,MINUTE MAID PULPY ORANGE,BEVERAGES,1.0,27.0,27.0
15799,173297,27/01/2014,15:35:57,I D KERALA P,BATTER,1.0,45.0,45.0
15800,173298,27/01/2014,15:36:07,PASTA 91G   ,COOKING ITEMS,1.0,20.0,20.0
15801,173299,27/01/2014,15:44:49,CADBURY PERK POPPERS,CHOCOLATE,1.0,5.0,5.0
15802,173299,27/01/2014,15:44:49,CORNETTO  35,ICE CREAM,1.0,35.0,35.0
15803,173300,27/01/2014,15:46:03,MILK 500ML  ,MILK,3.0,19.0,57.0
15804,173300,27/01/2014,15:46:03,THUMS UP 1.2 LTR,BEVERAGES,1.0,50.0,50.0
15805,173301,27/01/2014,15:47:23,CADBURY GEMS,CHOCOLATE,1.0,30.0,30.0
15806,173301,27/01/2014,15:47:23,CADBURY PERK POPPERS,CHOCOLATE,1.0,10.0,10.0
15807,173301,27/01/2014,15:47:23,CADBURY GEMS,CHOCOLATE,1.0,35.0,35.0
15808,173301,27/01/2014,15:47:23,NESTLE MILKYBAR,CHOCOLATE,1.0,5.0,5.0
15809,173302,27/01/2014,15:51:03,MILK 500ML  ,MILK,2.0,19.0,38.0
15810,173303,27/01/2014,15:53:48,MAGGI MASALA,NOODLES,1.0,40.0,40.0
15811,173304,27/01/2014,15:59:38,BINGO CHIPS ,SNACKS,1.0,20.0,20.0
15812,173305,27/01/2014,16:05:22,BADAM FLAVOURED MILK,MILK,1.0,25.0,25.0
15813,173305,27/01/2014,16:05:22,LAYS 20/   ,SNACKS,1.0,20.0,20.0
15814,173305,27/01/2014,16:05:22,PIM POM LOLLIPOP,CHOCOLATE,1.0,3.0,3.0
15815,173305,27/01/2014,16:05:22,MINUTE MAID PULPY ORANGE,BEVERAGES,1.0,27.0,27.0
15816,173305,27/01/2014,16:05:22,GOOD DAY CHOCO-NUT,BISCUITS,1.0,20.0,20.0
15817,173305,27/01/2014,16:05:22,BRITANNIA MILK ALMOND,BISCUITS,1.0,35.0,35.0
15818,173305,27/01/2014,16:05:22,BRITANNIA 5 GRAIN,BISCUITS,1.0,25.0,25.0
15819,173305,27/01/2014,16:05:22,KAMAL MIX SOUNF,SOUNF,1.0,25.0,25.0
15820,173305,27/01/2014,16:05:22,AJAY CONCEPT TOOTHBRUSH,DENTAL CARE,1.0,20.0,20.0
15821,173305,27/01/2014,16:05:22,RATNA CHIKKY,SNACKS,1.0,30.0,30.0
15822,173305,27/01/2014,16:05:22,BINGO CHIPS ,SNACKS,1.0,20.0,20.0
15823,173305,27/01/2014,16:05:22,ORANGE KHAT MIT,SNACKS,1.0,10.0,10.0
15824,173305,27/01/2014,16:05:22,RATNA TIL CHIKKY,SNACKS,1.0,22.0,22.0
15825,173305,27/01/2014,16:05:22,ACT II POPCORN,POPCORN,1.0,20.0,20.0
15826,173305,27/01/2014,16:05:22,MURMURA LADDU,SNACKS,1.0,30.0,30.0
15827,173305,27/01/2014,16:05:22,KAMAL PALLI CHIKKI,SNACKS,1.0,32.0,32.0
15828,173305,27/01/2014,16:05:22,MYSORE SANDAL AGARBATHI,POOJA ITEMS,2.0,30.0,60.0
15829,173305,27/01/2014,16:05:22,COLGATE HERBAL,DENTAL CARE,1.0,44.0,44.0
15830,173305,27/01/2014,16:05:22,SUNDROP 1LTR,COOKING OIL,1.0,170.0,170.0
15831,173305,27/01/2014,16:05:22,LIZOL FLOOR CLEANER 2 LTR,FLOOR CLEANER,1.0,115.0,115.0
15832,173305,27/01/2014,16:05:22,AASIRVAAD SALT,SALT,1.0,16.0,16.0
15833,173305,27/01/2014,16:05:22,SUGAR 1KG   ,SUGAR,1.0,38.0,38.0
15834,173305,27/01/2014,16:05:22,AASHIRVAAD ATTA MULTIGRAINS1KG,ATTA,1.0,50.0,50.0
15835,173306,27/01/2014,16:06:02,MILK 500ML  ,MILK,1.0,19.0,19.0
15836,173307,27/01/2014,16:06:27,VIM LIQUID 7,DISH CLEANER,1.0,142.0,142.0
15837,173308,27/01/2014,16:07:45,BALL PEN    ,STATIONARY,2.0,5.0,10.0
15838,173308,27/01/2014,16:07:45,PARLE HIDE & SEEK,BISCUITS,2.0,25.0,50.0
15839,173308,27/01/2014,16:07:45,DAIRY MILK  SHOTS,CHOCOLATE,2.0,10.0,20.0
15840,173308,27/01/2014,16:07:45,KURKURE 20/,SNACKS,1.0,20.0,20.0
15841,173309,27/01/2014,16:09:51,NOTE  BOOK  ,STATIONARY,32.0,1.0,32.0
15842,173310,27/01/2014,16:10:57,EGG         ,EGG,12.0,4.5,54.0
15843,173310,27/01/2014,16:10:57,HALDIRAM`S CLASSIC PACK,SNACKS,2.0,10.0,20.0
15844,173310,27/01/2014,16:10:57,KAMAL NAMKEEN,SNACKS,1.0,15.0,15.0
15845,173310,27/01/2014,16:10:57,BRITANNIA MILK ALMOND,BISCUITS,1.0,26.0,26.0
15846,173311,27/01/2014,16:11:37,MILK 500ML  ,MILK,2.0,19.0,38.0
15847,173312,27/01/2014,16:13:01,TIC TAC MINT,CHOCOLATE,1.0,10.0,10.0
15848,173313,27/01/2014,16:16:35,MILK 500ML  ,MILK,3.0,19.0,57.0
15849,173313,27/01/2014,16:16:35,PAV BUN 200G,BAKERY ITEMS,2.0,15.0,30.0
15850,173313,27/01/2014,16:16:35,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
15851,173314,27/01/2014,16:19:11,PIM POM LOLLIPOP,CHOCOLATE,2.0,3.0,6.0
15852,173314,27/01/2014,16:19:11,LAYS 10/   ,SNACKS,2.0,10.0,20.0
15853,173315,27/01/2014,16:22:19,GROUND NUT 2,PULSES,1.0,22.0,22.0
15854,173315,27/01/2014,16:22:19,BRITANNIA MILK ALMOND,BISCUITS,1.0,22.0,22.0
15855,173316,27/01/2014,16:23:33,CADBURY PERK POPPERS,CHOCOLATE,2.0,5.0,10.0
15856,173316,27/01/2014,16:23:33,CADBURY DAIRY MILK,CHOCOLATE,1.0,5.0,5.0
15857,173316,27/01/2014,16:23:33,NESTLE KITKAT,CHOCOLATE,1.0,10.0,10.0
15858,173316,27/01/2014,16:23:33,NESTLE MILKYBAR,CHOCOLATE,2.0,5.0,10.0
15859,173316,27/01/2014,16:23:33,NESTLE MILKYBAR,CHOCOLATE,1.0,10.0,10.0
15860,173316,27/01/2014,16:23:33,CADBURY 5 STAR,CHOCOLATE,1.0,5.0,5.0
15861,173317,27/01/2014,16:24:36,EGG         ,EGG,12.0,4.5,54.0
15862,173318,27/01/2014,16:24:58,PIM POM LOLLIPOP,CHOCOLATE,1.0,3.0,3.0
15863,173319,27/01/2014,16:26:08,DABUR HONEY SQUEZEE,HONEY,1.0,165.0,165.0
15864,173320,27/01/2014,16:27:37,ORBIT CHEWING GUM,CHOCOLATE,1.0,5.0,5.0
15865,173321,27/01/2014,16:28:01,CORNETTO CHOC DISC,ICE CREAM,1.0,45.0,45.0
15866,173322,27/01/2014,16:33:35,HALDIRAM`S 3,SNACKS,1.0,67.0,67.0
15867,173322,27/01/2014,16:33:35,MILK 500ML  ,MILK,2.0,19.0,38.0
15868,173323,27/01/2014,16:34:09,BRITANNIA BOURBON,BISCUITS,1.0,20.0,20.0
15869,173323,27/01/2014,16:34:09,BRITANNIA GOOD DAY BUTTER,MILK PRODUCTS,1.0,10.0,10.0
15870,173323,27/01/2014,16:34:09,ACT II POPCORN,POPCORN,1.0,20.0,20.0
15871,173323,27/01/2014,16:34:09,ACT II POPCORN,POPCORN,1.0,20.0,20.0
15872,173324,27/01/2014,16:34:39,I D DIAMIND ,BATTER,1.0,30.0,30.0
15873,173325,27/01/2014,16:34:57,EGG         ,EGG,12.0,4.5,54.0
15874,173325,27/01/2014,16:34:57,OREO BISKUIT,BISCUITS,1.0,20.0,20.0
15875,173325,27/01/2014,16:34:57,BRITANNIA BUT & HON CREAM,BISCUITS,1.0,13.0,13.0
15876,173326,27/01/2014,16:36:00,EGG         ,EGG,12.0,4.5,54.0
15877,173326,27/01/2014,16:36:00,MILK 500ML  ,MILK,2.0,19.0,38.0
15878,173326,27/01/2014,16:36:00,BRITANNIA BUT & HON CREAM,BISCUITS,2.0,13.0,26.0
15879,173326,27/01/2014,16:36:00,BRITANNIA BR,BISCUITS,1.0,26.0,26.0
15880,173327,27/01/2014,16:37:00,CADBURY PERK POPPERS,CHOCOLATE,1.0,5.0,5.0
15881,173327,27/01/2014,16:37:00,CADBURY PERK POPPERS,CHOCOLATE,1.0,10.0,10.0
15882,173328,27/01/2014,16:38:43,MILK 500ML  ,MILK,1.0,19.0,19.0
15883,173329,27/01/2014,16:39:57,PRIYA GINGER GARLIC PASTE,KITCHEN PASTES,1.0,18.0,18.0
15884,173330,27/01/2014,16:42:03,EGG         ,EGG,12.0,4.5,54.0
15885,173330,27/01/2014,16:42:03,KINLEY SODA 1.5 LTR,BEVERAGES,1.0,18.0,18.0
15886,173330,27/01/2014,16:42:03,BARLIE 200G ,SPICES,1.0,16.0,16.0
15887,173330,27/01/2014,16:42:03,MILK 500ML  ,MILK,1.0,19.0,19.0
15888,173330,27/01/2014,16:42:03,RAGULU 1KG  ,PULSES,1.0,40.0,40.0
15889,173330,27/01/2014,16:42:03,NESTLE KITKAT,CHOCOLATE,1.0,10.0,10.0
15890,173330,27/01/2014,16:42:03,NESTLE ALPIN,CHOCOLATE,1.0,25.0,25.0
15891,173330,27/01/2014,16:42:03,RIN SUPEME 2,DETERGENT,1.0,29.0,29.0
15892,173330,27/01/2014,16:42:03,LAVANGAM 20G,SPICES,1.0,32.0,32.0
15893,173330,27/01/2014,16:42:03,VAMU 50G    ,SPICES,1.0,13.0,13.0
15894,173330,27/01/2014,16:42:03,DHANIYA 100G,SPICES,1.0,16.0,16.0
15895,173331,27/01/2014,16:44:40,CADBURY DAIRY MILK,CHOCOLATE,2.0,5.0,10.0
15896,173331,27/01/2014,16:44:40,BADAM 100GM ,DRY FRUITS,1.0,74.0,74.0
15897,173332,27/01/2014,16:54:14,BRU INSTANT COFFEE,COFFEE,1.0,10.0,10.0
15898,173333,27/01/2014,16:54:51,MILK 500ML  ,MILK,2.0,19.0,38.0
15899,173334,27/01/2014,17:01:42,KAMAL NAMKEEN,SNACKS,1.0,15.0,15.0
15900,173334,27/01/2014,17:01:42,HERITAGE PANEER,MILK PRODUCTS,1.0,70.0,70.0
15901,173334,27/01/2014,17:01:42,KURNOOL RICE,RICE,1.0,1150.0,1150.0
15902,173335,27/01/2014,17:02:30,BAMBINO VARMICELLI,COOKING ITEMS,1.0,13.0,13.0
15903,173336,27/01/2014,17:08:17,BINGO CHIPS ,SNACKS,1.0,20.0,20.0
15904,173337,27/01/2014,17:14:38,PIM POM LOLLIPOP,CHOCOLATE,1.0,3.0,3.0
15905,173337,27/01/2014,17:14:38,AASHIRVAAD CHILLI POWDER,KITCHEN POWDERS,1.0,21.0,21.0
15906,173337,27/01/2014,17:14:38,CADBURY DAIRY MILK,CHOCOLATE,1.0,55.0,55.0
15907,173337,27/01/2014,17:14:38,AASHIRVAAD TURMERIC POW,TURMERIC,1.0,21.0,21.0
15908,173337,27/01/2014,17:14:38,AASHIRVAAD CHILLI POWDER,KITCHEN POWDERS,1.0,17.0,17.0
15909,173337,27/01/2014,17:14:38,SUGAR FREE 500 PELLETS,HEALTH CARE,1.0,220.0,220.0
15910,173338,27/01/2014,17:14:50,EGG         ,EGG,12.0,4.5,54.0
15911,173339,27/01/2014,17:15:09,JOHNSON BABY CREAM,BABY CARE,1.0,50.0,50.0
15912,173340,27/01/2014,17:15:25,MILK 500ML  ,MILK,1.0,19.0,19.0
15913,173341,27/01/2014,17:17:25,CHUDUVA 500G,SNACKS,1.0,22.0,22.0
15914,173341,27/01/2014,17:17:25,SAGO SMALL 2,PULSES,1.0,18.0,18.0
15915,173342,27/01/2014,17:18:46,BRITANNIA MILK ALMOND,BISCUITS,1.0,22.0,22.0
15916,173343,27/01/2014,17:20:07,EGG         ,EGG,20.0,4.5,90.0
15917,173343,27/01/2014,17:20:07,AASIRVAAD ATTA,ATTA,1.0,44.0,44.0
