BillNo,Date,Time,Description,Quantity,Rate,Amount
203460,1/6/2014,14:20:18,TETLYE TEA 3,2,140,280
203460,1/6/2014,14:20:18,LIMCA 750ML ,1,35,35
203460,1/6/2014,14:20:18,BOURNVILLE 3,2,35,70
203460,1/6/2014,14:20:18,CADBURY DAIR,1,40,40
203460,1/6/2014,14:20:18,PREMIER TOIL,1,40,40
203460,1/6/2014,14:20:18,AMBICA DURBA,1,36,36
203460,1/6/2014,14:20:18,HOMELITES MA,2,6,12
203461,1/6/2014,14:20:59,LAYS 30/   ,1,30,30
203461,1/6/2014,14:20:59,LAYS 35/   ,1,35,35
203462,1/6/2014,14:21:36,THUMSUP 750M,1,35,35
203462,1/6/2014,14:21:36,KINLEY SODA ,1,28,28
203463,1/6/2014,14:22:46,MILK 500ML  ,3,22,66
203464,1/6/2014,14:25:45,MAGNUM ICE C,16,85,1360
203465,1/6/2014,14:26:20,DIET COKE TI,4,25,100
203466,1/6/2014,14:27:15,IDEA CARD 1/,100,1,100
203467,1/6/2014,14:28:32,COCACOLA 1.,1,52,52
203469,1/6/2014,14:31:47,MAAZA 200ML ,1,12,12
203469,1/6/2014,14:31:47,MILK 500ML  ,1,22,22
203470,1/6/2014,14:32:12,BRITANNIA OR,1,10,10
203470,1/6/2014,14:32:12,PARLE G 250G,1,10,10
203470,1/6/2014,14:32:12,PONDS DREAMF,1,30,30
203470,1/6/2014,14:32:12,MAAZA 200ML ,1,12,12
203470,1/6/2014,14:32:12,MILK 500ML  ,1,22,22
203471,1/6/2014,14:34:13,BRITANNIA 5 ,1,50,50
203472,1/6/2014,14:35:28,COCACOLA 75,1,35,35
203474,1/6/2014,14:36:58,STAYFREE SEC,1,25,25
203475,1/6/2014,14:38:25,COCACOLA 2 ,1,78,78
203475,1/6/2014,14:38:25,FANTA 750ML ,1,35,35
203475,1/6/2014,14:38:25,MAIDA 500GM ,1,19,19
203475,1/6/2014,14:38:25,HERITAGE CUR,1,40,40
203476,1/6/2014,14:50:57,DETTOL KETCH,1,50,50
203476,1/6/2014,14:50:57,5 STAR CHOMP,1,15,15
203476,1/6/2014,14:50:57,SKY BIRDS CU,1,34,34
203477,1/6/2014,15:23:14,CORNETTO  35,20,35,700
